transaction_id,transaction_date,city,neighborhood,property_type,rooms,surface_sqm,floor,total_floors,year_built,is_furnished,amenities_count,amenities_list,lat,lng,sale_price_eur,price_per_sqm_eur,data_source,is_verified
2ab803b0txe393,2021-01-12,Chisinau,Botanica,APARTMENT,3,37.7,1.0,10.0,1980.0,False,4,balcony|security|gas|internet,46.9905,28.8575,21477.0,569.68,internal,True
795e6d06tx319f,2021-01-12,Balti,Centru,APARTMENT,4,68.9,5.0,5.0,2002.0,True,4,elevator|balcony|gas|internet,47.0282,28.8262,63310.0,918.87,partner,True
6e086ebbtx6086,2021-01-12,Chisinau,Ciocana,APARTMENT,1,50.3,8.0,9.0,2025.0,False,7,parking|elevator|balcony|security|interphone|gas|internet,47.0134,28.8866,36913.0,733.86,internal,True
6223886etxb444,2021-01-13,Chisinau,Ciocana,APARTMENT,1,55.6,0.0,,1962.0,True,4,elevator|balcony|storage|internet,47.0103,28.8951,29844.0,536.76,partner,True
b3e8a409tx3823,2021-01-14,Chisinau,Cricova,APARTMENT,2,68.1,5.0,,1961.0,True,3,garage|interphone|gas,47.1268,28.8587,30861.0,453.17,internal,True
4ed8bde2txaee9,2021-01-14,Chisinau,Buiucani,HOUSE,4,67.8,0.0,1.0,2010.0,True,7,parking|elevator|balcony|garage|interphone|gas|internet,47.0319,28.7987,46819.0,690.55,internal,False
06a7e827txd188,2021-01-14,Balti,Centru,APARTMENT,1,21.7,4.0,9.0,2005.0,False,6,parking|elevator|balcony|security|interphone|gas,47.0248,28.8348,18796.0,866.18,internal,True
d99ea96etx2dae,2021-01-15,Chisinau,Buiucani,APARTMENT,3,70.2,2.0,5.0,2024.0,False,7,parking|elevator|balcony|storage|interphone|gas|internet,47.0341,28.7853,64999.0,925.91,internal,True
6898661atx6004,2021-01-15,Chisinau,Botanica,APARTMENT,3,61.4,4.0,5.0,,False,4,elevator|balcony|storage|gas,46.9945,28.8619,55243.0,899.72,internal,True
6b3e87detx763f,2021-01-16,Chisinau,Centru,APARTMENT,2,57.1,1.0,4.0,2023.0,False,5,parking|balcony|storage|gas|internet,47.0251,28.8385,59025.0,1033.71,internal,True
a131f9fdtx0dde,2021-01-16,Chisinau,Cricova,HOUSE,3,143.7,0.0,1.0,,True,3,parking|storage|gas,47.1355,28.8532,59255.0,412.35,internal,True
c85d4a21tx4c03,2021-01-17,Chisinau,Botanica,APARTMENT,3,41.6,0.0,4.0,2012.0,True,5,parking|elevator|balcony|interphone|gas,46.9876,28.8626,28429.0,683.39,partner,True
51e123e7tx4287,2021-01-18,Chisinau,Sculeni,APARTMENT,2,71.0,5.0,9.0,2020.0,False,5,parking|balcony|garage|interphone|gas,47.0778,28.7884,51375.0,723.59,partner,True
a30ae237txc5ce,2021-01-20,Chisinau,Botanica,APARTMENT,3,66.5,,12.0,1980.0,False,4,balcony|security|interphone|gas,46.9982,28.8581,38099.0,572.92,internal,True
612c9a93tx2be5,2021-01-20,Chisinau,Ciocana,APARTMENT,2,82.3,3.0,12.0,2024.0,True,3,parking|balcony|internet,47.01,28.8822,66632.0,809.62,partner,True
21dbd894tx3215,2021-01-21,Straseni,Centru,APARTMENT,4,12.0,3.0,9.0,1989.0,False,4,balcony|storage|interphone|gas,47.021,28.838,12724.0,1060.33,internal,True
d4d0f71ctxd675,2021-01-21,Chisinau,Durlesti,APARTMENT,2,62.0,1.0,9.0,1975.0,True,4,parking|elevator|garage|internet,47.0637,28.7788,34398.0,554.81,internal,True
3b0bd125tx8899,2021-01-22,Chisinau,Centru,APARTMENT,2,47.2,6.0,9.0,2005.0,False,4,balcony|garage|interphone|gas,47.0219,28.8413,47244.0,1000.93,internal,True
22cab03ftx356a,2021-01-22,Chisinau,Buiucani,STUDIO,0,46.7,0.0,5.0,1982.0,True,2,security|gas,47.0313,28.7902,31481.0,674.11,partner,True
bc135b1atx90da,2021-01-22,Balti,Pamanteni,APARTMENT,4,76.9,1.0,5.0,,True,5,parking|balcony|security|interphone|internet,47.7575,27.9377,30013.0,390.29,internal,True
02187cectx0711,2021-01-23,Chisinau,Sculeni,APARTMENT,6,60.5,3.0,4.0,1991.0,False,6,parking|elevator|balcony|interphone|gas|internet,47.0797,28.8055,43836.0,724.56,partner,True
4ff1f8a3txe82b,2021-01-23,Chisinau,Cricova,APARTMENT,1,57.1,6.0,12.0,1980.0,True,4,parking|balcony|interphone|gas,47.1359,28.8638,30513.0,534.38,internal,True
0ca9a9a6tx003f,2021-01-24,Chisinau,Buiucani,STUDIO,0,39.3,8.0,12.0,1996.0,False,3,elevator|balcony|internet,47.0359,28.8028,35592.0,905.65,partner,True
e96abc6atx75f5,2021-01-25,Chisinau,Durlesti,APARTMENT,2,63.1,7.0,9.0,2010.0,True,4,parking|storage|interphone|gas,47.0602,28.7781,39443.0,625.09,internal,True
a80246a6tx4e51,2021-01-26,Chisinau,Ciocana,HOUSE,3,62.1,0.0,2.0,,True,4,elevator|balcony|storage|interphone,47.0112,28.8897,30839.0,496.6,partner,True
8fac1891tx2973,2021-01-27,Chisinau,Buiucani,APARTMENT,2,66.8,4.0,5.0,1958.0,True,6,parking|elevator|balcony|storage|interphone|gas,47.0452,28.7794,45690.0,683.98,internal,False
a8d2dec4tx9a46,2021-01-27,Cahul,Dacia,APARTMENT,4,53.7,7.0,,1992.0,False,4,parking|balcony|interphone|internet,45.9134,28.2119,17448.0,324.92,internal,True
d03342eatxa92e,2021-01-27,Chisinau,Rascani,APARTMENT,2,38.8,1.0,10.0,,True,3,parking|garage|gas,47.0446,28.8208,29319.0,755.64,internal,True
eb759c84txcd9a,2021-01-27,Chisinau,Centru,STUDIO,0,37.5,2.0,10.0,2017.0,True,2,parking|security,47.0269,28.824,40613.0,1083.01,internal,True
ee6fa126txf37d,2021-01-27,Chisinau,Telecentru,APARTMENT,2,67.6,2.0,4.0,,True,6,parking|elevator|balcony|interphone|gas|internet,47.0004,28.8713,44616.0,660.0,internal,True
b6e00b89tx0395,2021-01-28,Balti,Slobozia,APARTMENT,2,32.9,3.0,10.0,1976.0,False,6,elevator|balcony|storage|interphone|gas|internet,47.7571,27.9189,10035.0,305.02,partner,True
ae4af650txbfea,2021-02-01,Orhei,Centru,APARTMENT,2,78.9,6.0,12.0,2021.0,True,4,parking|elevator|balcony|gas,47.026,28.8371,79364.0,1005.88,cadastru,True
71a42897tx9fb6,2021-02-02,Chisinau,Durlesti,APARTMENT,2,84.4,3.0,9.0,1980.0,False,4,parking|elevator|balcony|gas,47.0632,28.7767,56673.0,671.48,internal,True
4f6690bctx986a,2021-02-02,Chisinau,Durlesti,APARTMENT,3,44.9,5.0,5.0,2016.0,False,5,parking|balcony|security|gas|internet,47.0689,28.7652,32957.0,734.01,internal,True
aeecfd7btxd878,2021-02-03,Chisinau,Codru,STUDIO,0,41.9,8.0,10.0,1987.0,False,8,parking|elevator|balcony|garage|storage|interphone|gas|internet,46.998,28.7691,24459.0,583.75,internal,True
ec2e03c6tx2af6,2021-02-04,Chisinau,Botanica,STUDIO,0,31.2,5.0,5.0,1986.0,True,5,parking|balcony|storage|interphone|internet,46.9861,28.8565,17166.0,550.19,partner,True
ec135259txba4f,2021-02-04,Ungheni,Centru,APARTMENT,1,92.5,3.0,12.0,2014.0,True,5,parking|elevator|balcony|security|gas,47.0331,28.834,90433.0,977.65,internal,True
0e1b3558tx8ac2,2021-02-09,Chisinau,Telecentru,APARTMENT,5,76.8,3.0,5.0,1985.0,False,4,balcony|storage|interphone|gas,46.9974,28.8652,42392.0,551.98,internal,True
4cdc95e6tx7702,2021-02-10,Chisinau,Telecentru,APARTMENT,2,39.9,6.0,10.0,,True,3,balcony|gas|internet,46.9965,28.8779,20342.0,509.82,internal,False
2033f917tx4602,2021-02-11,Balti,Slobozia,HOUSE,4,119.2,1.0,1.0,2005.0,True,5,elevator|balcony|storage|interphone|internet,47.7473,27.9163,32261.0,270.65,internal,True
59db2f52txe74b,2021-02-11,Orhei,Centru,APARTMENT,3,90.6,1.0,12.0,2025.0,False,5,balcony|garage|interphone|gas|internet,47.0235,28.8408,96371.0,1063.7,internal,True
d8789936txd90c,2021-02-12,Ungheni,Centru,HOUSE,3,157.3,0.0,3.0,2020.0,False,5,parking|balcony|interphone|gas|internet,47.0303,28.8384,117673.0,748.08,internal,True
fc3e8e85tx6297,2021-02-12,Chisinau,Rascani,APARTMENT,2,59.8,2.0,10.0,1973.0,False,3,elevator|balcony|gas,47.0441,28.8262,37761.0,631.45,internal,True
e5b317b0tx0233,2021-02-13,Chisinau,Centru,APARTMENT,1,72.2,5.0,5.0,2018.0,True,4,parking|balcony|interphone|gas,47.031,28.8349,69052.0,956.4,internal,False
ef1656edtx905c,2021-02-13,Balti,Pamanteni,APARTMENT,3,48.3,4.0,4.0,,False,4,elevator|balcony|interphone|internet,47.7626,27.9274,15443.0,319.73,partner,True
34446e79tx4e37,2021-02-13,Orhei,Centru,APARTMENT,2,65.7,12.0,16.0,1961.0,True,4,elevator|balcony|storage|interphone,47.0219,28.833,56002.0,852.39,internal,True
74bed3d6tx361c,2021-02-13,Balti,Pamanteni,STUDIO,0,40.2,9.0,9.0,1995.0,True,3,elevator|balcony|gas,47.7728,27.9157,13457.0,334.75,internal,False
9e9bc082tx1110,2021-02-14,Balti,Slobozia,APARTMENT,1,88.4,1.0,5.0,2001.0,True,6,parking|elevator|balcony|interphone|gas|internet,47.7457,27.9143,27790.0,314.37,internal,True
e8220ffetx4f02,2021-02-14,Balti,Centru,APARTMENT,3,59.9,7.0,16.0,2021.0,False,5,parking|elevator|balcony|gas|internet,47.0299,28.8319,61994.0,1034.96,internal,True
8ee11486txb2f0,2021-02-14,Chisinau,Sculeni,HOUSE,4,116.5,0.0,3.0,2013.0,False,5,parking|balcony|interphone|gas|internet,47.0662,28.799,72482.0,622.16,internal,True
06336bdbtx6b3e,2021-02-15,Ungheni,Centru,APARTMENT,1,60.0,,5.0,1988.0,True,5,elevator|balcony|interphone|gas|internet,47.0268,,59036.0,983.93,partner,True
7f78a617tx3360,2021-02-16,Chisinau,Cricova,HOUSE,5,105.0,0.0,1.0,2024.0,True,4,parking|balcony|gas|internet,47.1293,28.8637,50089.0,477.04,partner,True
6bb1c8b2txd91d,2021-02-16,Chisinau,Botanica,HOUSE,4,111.7,0.0,3.0,1996.0,True,6,parking|elevator|balcony|garage|interphone|gas,46.9903,28.8654,80513.0,720.8,internal,True
3302e1b4txd209,2021-02-16,Balti,Slobozia,APARTMENT,2,62.1,3.0,10.0,1988.0,False,3,elevator|storage|interphone,47.754,27.9125,20981.0,337.86,internal,False
8a685babtxd355,2021-02-18,Chisinau,Codru,HOUSE,1,52.0,0.0,1.0,1978.0,True,5,balcony|garage|interphone|gas|internet,47.0043,,21894.0,421.04,internal,True
675fc76dtxcca5,2021-02-18,Balti,Pamanteni,STUDIO,0,56.8,9.0,12.0,1982.0,False,6,parking|elevator|balcony|garage|gas|internet,47.7728,27.9334,20251.0,356.53,cadastru,True
c909c901tx219b,2021-02-19,Chisinau,Codru,APARTMENT,3,69.9,4.0,12.0,1975.0,True,5,elevator|balcony|interphone|gas|internet,47.0068,28.7667,39456.0,564.46,partner,True
43909e71tx8d16,2021-02-19,Chisinau,Rascani,HOUSE,4,116.4,1.0,,2003.0,True,4,balcony|storage|gas|internet,47.0405,28.8118,58819.0,505.32,cadastru,True
3f73f562tx160a,2021-02-21,Cahul,Centru,HOUSE,6,149.1,1.0,,1997.0,False,5,parking|elevator|balcony|garage|gas,47.026,28.834,113645.0,762.21,cadastru,True
cc838aaetxbc3c,2021-02-22,Chisinau,Buiucani,APARTMENT,2,90.5,5.0,5.0,1958.0,False,5,parking|balcony|storage|interphone|internet,47.0228,28.793,62568.0,691.36,partner,True
7db68d77tx4443,2021-02-22,Chisinau,Buiucani,APARTMENT,2,57.5,3.0,16.0,1973.0,False,4,balcony|storage|interphone|gas,47.0404,28.8011,43874.0,763.03,internal,True
b8c0c733tx74c7,2021-02-22,Chisinau,Centru,APARTMENT,4,74.7,1.0,9.0,2018.0,False,4,parking|elevator|balcony|security,47.0206,28.8355,76210.0,1020.21,internal,False
9377dac1tx28de,2021-02-22,Chisinau,Cricova,APARTMENT,2,55.6,1.0,9.0,2003.0,False,3,balcony|gas|internet,47.1264,28.8663,24709.0,444.41,internal,True
1e9c575ftx5ce1,2021-02-24,Chisinau,Botanica,HOUSE,3,152.5,0.0,2.0,2025.0,False,5,parking|elevator|storage|interphone|gas,46.9884,28.8506,88903.0,582.97,internal,True
00000e7etx1be5,2021-02-26,Balti,Centru,APARTMENT,3,79.1,0.0,10.0,1987.0,True,5,parking|balcony|interphone|gas|internet,,28.8354,69451.0,878.02,internal,True
120f0843tx6ee4,2021-02-26,Chisinau,Sculeni,HOUSE,1,148.1,0.0,2.0,1991.0,True,5,elevator|balcony|garage|security|gas,47.0779,28.8073,101212.0,683.4,partner,True
6e8e8e17txf6d4,2021-02-26,Chisinau,Cricova,APARTMENT,1,69.4,1.0,5.0,1975.0,True,4,storage|security|interphone|gas,47.1301,28.8601,29859.0,430.24,internal,True
ab24ae44txede8,2021-02-27,Chisinau,Buiucani,APARTMENT,2,29.8,3.0,9.0,2025.0,False,5,parking|elevator|balcony|security|gas,47.0353,28.7922,29769.0,998.96,internal,False
40217efbtx4198,2021-02-27,Ungheni,Centru,APARTMENT,3,60.7,0.0,4.0,1988.0,False,2,interphone|gas,47.0265,28.8282,40926.0,674.23,internal,True
b5290db9tx2d44,2021-03-04,Chisinau,Buiucani,APARTMENT,4,53.0,10.0,10.0,,False,4,elevator|security|interphone|internet,47.0316,28.8033,34489.0,650.74,internal,True
a10223d0tx8466,2021-03-04,Chisinau,Sculeni,HOUSE,4,128.1,0.0,3.0,2007.0,False,6,balcony|storage|security|interphone|gas|internet,47.0736,28.8018,75019.0,585.63,cadastru,True
25ce3d2btx20a9,2021-03-05,Chisinau,Durlesti,HOUSE,5,45.4,1.0,2.0,1979.0,True,5,parking|garage|interphone|gas|internet,47.0589,28.7597,23710.0,522.25,internal,True
b17af99btx7ac8,2021-03-09,Chisinau,Botanica,APARTMENT,2,72.3,5.0,16.0,2014.0,False,3,balcony|gas|internet,46.9832,28.853,52885.0,731.47,internal,True
4e0d41edtx2570,2021-03-10,Balti,Centru,STUDIO,0,38.7,3.0,4.0,2007.0,True,3,parking|interphone|internet,47.0234,28.8318,39950.0,1032.3,partner,True
06b54118tx69a5,2021-03-10,Straseni,Centru,APARTMENT,3,60.6,0.0,9.0,1986.0,True,4,balcony|storage|gas|internet,47.0245,28.8291,49483.0,816.55,internal,True
9a1dda24tx7de6,2021-03-11,Chisinau,Cricova,APARTMENT,4,86.0,,16.0,1969.0,True,2,elevator|gas,47.1303,28.8673,38981.0,453.27,partner,True
161c6b77tx578a,2021-03-12,Chisinau,Telecentru,APARTMENT,3,80.3,4.0,,2021.0,True,5,parking|balcony|garage|security|interphone,46.9923,28.8676,52848.0,658.13,internal,False
e85dfc4ctxe0a0,2021-03-14,Balti,Slobozia,APARTMENT,1,64.7,2.0,10.0,2010.0,False,4,parking|storage|security|gas,47.7463,27.9176,22842.0,353.04,partner,True
80ae6e18txc7e8,2021-03-14,Cahul,Dacia,APARTMENT,2,77.3,0.0,10.0,2025.0,False,4,parking|interphone|gas|internet,45.9188,28.2091,25733.0,332.9,internal,True
447e9c28tx3489,2021-03-14,Cahul,Centru,APARTMENT,2,43.8,3.0,5.0,1963.0,True,3,balcony|security|interphone,47.0091,28.8469,38640.0,882.19,internal,False
0e82490ftx8fdd,2021-03-14,Cahul,Centru,APARTMENT,1,60.2,2.0,10.0,2012.0,False,5,parking|balcony|storage|interphone|gas,47.0236,28.8242,57552.0,956.01,internal,True
3c3df2fbtxe3cd,2021-03-14,Chisinau,Centru,STUDIO,0,27.1,5.0,9.0,1964.0,True,4,elevator|balcony|interphone|gas,47.0271,28.8347,21935.0,809.41,partner,True
b24c7ccctx97a7,2021-03-14,Chisinau,Cricova,APARTMENT,3,68.8,8.0,12.0,1964.0,False,4,parking|balcony|interphone|gas,47.1237,28.8521,31392.0,456.28,internal,True
651a39c9tx9338,2021-03-14,Chisinau,Cricova,APARTMENT,4,74.4,0.0,12.0,1956.0,False,3,elevator|interphone|gas,47.138,28.8504,29354.0,394.54,partner,True
6b0a010etx2e01,2021-03-15,Chisinau,Codru,APARTMENT,3,113.0,4.0,9.0,1983.0,True,6,parking|elevator|balcony|garage|storage|gas,46.9956,28.7855,56372.0,498.87,internal,False
cec5843ctx80cf,2021-03-15,Straseni,Centru,APARTMENT,3,58.6,1.0,9.0,2015.0,True,5,parking|elevator|security|interphone|gas,47.0213,28.8172,56472.0,963.69,internal,True
e55b29f4tx0c32,2021-03-15,Ungheni,Centru,APARTMENT,3,51.7,10.0,16.0,1967.0,False,5,elevator|balcony|garage|storage|gas,47.0226,28.8249,37106.0,717.72,internal,True
ee534a75txbef3,2021-03-16,Orhei,Centru,APARTMENT,3,75.9,,9.0,2009.0,False,3,balcony|interphone|gas,47.0295,28.8485,64969.0,855.98,partner,True
40d9e8b4tx6890,2021-03-16,Balti,Pamanteni,HOUSE,2,127.4,0.0,2.0,2022.0,True,4,parking|elevator|balcony|gas,47.7714,27.9347,37665.0,295.64,internal,True
622411dctx66d6,2021-03-16,Chisinau,Buiucani,APARTMENT,3,60.6,14.0,16.0,1992.0,True,6,elevator|balcony|garage|interphone|gas|internet,47.032,28.7811,44853.0,740.15,partner,True
fc19221dtx75ff,2021-03-16,Chisinau,Buiucani,APARTMENT,2,79.5,5.0,9.0,2005.0,True,4,elevator|balcony|security|gas,47.0238,28.7877,69722.0,877.01,cadastru,True
c309bd1dtx2410,2021-03-18,Chisinau,Buiucani,APARTMENT,2,76.6,,16.0,1983.0,True,5,elevator|balcony|storage|interphone|gas,47.0315,28.7926,54003.0,705.0,internal,True
d0f77032tx21d8,2021-03-18,Chisinau,Rascani,APARTMENT,4,68.1,4.0,9.0,2011.0,False,6,parking|elevator|storage|interphone|gas|internet,47.0598,28.8193,41668.0,611.86,cadastru,True
c0b82a08tx86b7,2021-03-18,Chisinau,Telecentru,APARTMENT,2,36.1,8.0,12.0,1968.0,False,6,parking|balcony|security|interphone|gas|internet,46.9986,28.8654,20676.0,572.74,partner,True
19c253c0tx9216,2021-03-19,Chisinau,Ciocana,HOUSE,6,175.5,0.0,2.0,1955.0,False,6,parking|elevator|balcony|storage|interphone|gas,47.0081,28.8858,70098.0,399.42,partner,True
90cc331etxb75a,2021-03-20,Chisinau,Buiucani,HOUSE,4,69.7,0.0,1.0,2013.0,False,5,parking|balcony|storage|security|internet,47.0283,28.78,49942.0,716.53,internal,True
83b67a4ftx48d5,2021-03-21,Chisinau,Telecentru,APARTMENT,3,113.1,8.0,,2007.0,False,3,storage|interphone|gas,46.994,28.875,76721.0,678.35,internal,True
28dcecebtx27a6,2021-03-23,Balti,Slobozia,STUDIO,0,18.0,3.0,9.0,2024.0,False,5,balcony|garage|storage|gas|internet,47.746,27.9293,7578.0,421.0,internal,True
0a683c00tx1530,2021-03-23,Chisinau,Centru,APARTMENT,2,78.7,1.0,16.0,1980.0,True,3,elevator|balcony|gas,47.0192,28.8344,60171.0,764.56,internal,True
950516dbtxd39b,2021-03-23,Orhei,Centru,STUDIO,0,25.9,1.0,,,False,6,parking|elevator|garage|storage|gas|internet,47.0264,28.8281,34268.0,1323.09,internal,False
3ab8fae4txba8a,2021-03-23,Balti,Pamanteni,STUDIO,0,36.0,4.0,9.0,1978.0,False,5,parking|balcony|security|gas|internet,,27.9218,13075.0,363.19,internal,True
43ad3214tx7c38,2021-03-24,Chisinau,Sculeni,APARTMENT,3,21.6,2.0,9.0,2013.0,False,4,parking|elevator|interphone|gas,47.0815,28.7971,14445.0,668.75,internal,True
a53df875tx1334,2021-03-25,Chisinau,Buiucani,HOUSE,1,12.0,1.0,1.0,2002.0,True,4,elevator|balcony|interphone|gas,47.0258,28.793,7899.0,658.25,internal,True
625d8be7tx927d,2021-03-26,Chisinau,Durlesti,APARTMENT,4,68.3,1.0,9.0,1985.0,False,6,elevator|garage|storage|interphone|gas|internet,47.057,28.7728,38927.0,569.94,partner,True
b5cbec29tx42f5,2021-03-26,Chisinau,Botanica,STUDIO,0,46.6,3.0,16.0,1956.0,True,6,parking|garage|security|interphone|gas|internet,46.987,28.8483,17083.0,366.59,internal,True
66c23519tx7c0c,2021-03-26,Chisinau,Durlesti,APARTMENT,3,66.5,5.0,9.0,1982.0,True,4,parking|elevator|garage|gas,47.0576,28.7778,43611.0,655.8,partner,True
c1849001txfe23,2021-03-27,Orhei,Centru,HOUSE,1,109.1,,3.0,2020.0,True,4,elevator|interphone|gas|internet,47.0228,28.827,77190.0,707.52,partner,True
a0e182cdtx73ad,2021-03-27,Straseni,Centru,APARTMENT,2,49.8,2.0,4.0,1979.0,True,7,parking|balcony|garage|storage|security|gas|internet,47.0302,28.8338,43276.0,869.0,internal,True
e26be7a0tx3a77,2021-03-28,Chisinau,Centru,HOUSE,5,121.7,0.0,2.0,2004.0,False,6,parking|elevator|storage|interphone|gas|internet,47.0206,28.8271,104130.0,855.63,internal,True
0d3f3662txc222,2021-03-28,Chisinau,Telecentru,HOUSE,4,60.1,1.0,2.0,2015.0,True,2,gas|internet,46.9953,28.861,39573.0,658.45,internal,True
bc2e16b3tx68d6,2021-03-28,Chisinau,Buiucani,APARTMENT,2,56.2,1.0,,1974.0,True,5,parking|elevator|balcony|garage|gas,47.0307,28.7865,43681.0,777.24,partner,True
32f8042ctx8a89,2021-04-01,Chisinau,Rascani,APARTMENT,2,44.5,5.0,5.0,2021.0,False,7,parking|elevator|balcony|garage|storage|security|gas,47.0515,28.8146,35609.0,800.2,cadastru,False
82d62845tx1282,2021-04-01,Balti,Centru,APARTMENT,2,51.2,11.0,12.0,1961.0,False,5,parking|elevator|balcony|security|gas,47.0156,28.8392,40257.0,786.27,internal,False
4d98e732tx1e33,2021-04-02,Straseni,Centru,STUDIO,0,41.2,5.0,9.0,2008.0,True,4,parking|balcony|interphone|gas,47.0275,28.8371,36280.0,880.58,partner,True
25ea02f0txd960,2021-04-03,Chisinau,Sculeni,APARTMENT,3,48.3,0.0,10.0,1977.0,True,5,parking|elevator|balcony|interphone|gas,47.0783,28.7965,26935.0,557.66,partner,True
f19db368txa16e,2021-04-04,Chisinau,Codru,APARTMENT,2,34.8,6.0,9.0,1957.0,True,1,balcony,47.0026,28.7812,14749.0,423.82,internal,False
c42f1b1dtx057d,2021-04-06,Chisinau,Ciocana,APARTMENT,1,79.0,0.0,5.0,1958.0,False,4,parking|balcony|interphone|gas,47.0079,28.8951,35266.0,446.41,partner,True
667f8bf1tx424e,2021-04-08,Chisinau,Buiucani,APARTMENT,1,59.1,6.0,9.0,1955.0,True,2,elevator|gas,47.0357,28.794,39094.0,661.49,internal,True
07e88934tx4856,2021-04-08,Chisinau,Ciocana,STUDIO,0,35.2,0.0,16.0,,True,7,parking|elevator|balcony|garage|interphone|gas|internet,47.0093,28.8825,22460.0,638.07,internal,True
f46fb82ftx8f96,2021-04-09,Chisinau,Telecentru,APARTMENT,4,77.2,2.0,4.0,2018.0,False,4,parking|elevator|balcony|interphone,46.9914,28.8636,59493.0,770.63,internal,True
ef8ce58btx9a9d,2021-04-11,Chisinau,Botanica,APARTMENT,3,77.3,2.0,9.0,1991.0,False,3,parking|garage|gas,46.99,28.8542,51053.0,660.45,internal,True
866db900tx7efb,2021-04-12,Chisinau,Ciocana,APARTMENT,2,40.4,10.0,12.0,,True,5,balcony|storage|interphone|gas|internet,47.0182,28.8942,28741.0,711.41,partner,True
5e12f26atx1caa,2021-04-12,Chisinau,Codru,HOUSE,3,88.7,,2.0,2007.0,False,5,parking|balcony|garage|interphone|gas,46.9971,28.781,42866.0,483.27,internal,True
c186f0d3txaf0a,2021-04-14,Ungheni,Centru,HOUSE,5,133.3,1.0,1.0,1967.0,True,4,elevator|balcony|gas|internet,47.0309,28.8273,90796.0,681.14,internal,True
0e58bf41txf462,2021-04-14,Chisinau,Centru,APARTMENT,1,43.7,3.0,9.0,2025.0,False,5,parking|balcony|security|interphone|gas,47.0253,28.8322,47222.0,1080.59,internal,True
18433c0etx0284,2021-04-15,Chisinau,Durlesti,APARTMENT,2,54.1,1.0,12.0,2011.0,True,5,parking|elevator|balcony|interphone|gas,47.0639,,39285.0,726.16,internal,True
5aaec158tx7f56,2021-04-15,Chisinau,Buiucani,HOUSE,5,144.0,0.0,3.0,1987.0,True,6,parking|balcony|storage|interphone|gas|internet,47.0344,28.7925,94172.0,653.97,internal,False
